Pass Index,Pass Time,Pass Distance,Ground Made Up,# Defenders Passed,Passer,Transition Index,Transition Trigger,Outcome,OutcomeMSG,OutcomeMSGaction,Team Id,Game Id
160,6.4,"(38.66, -6.25, 39.16)",[32.51 34.39 34.72 38.85 31.37],3.0,Gabe Vincent,21,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
80,3.2,"(0.71, 0.82, 1.08)",[ 0.07 -0.31  0.34 -0.16 -0.02],0.0,Tyler Herro,22,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
102,4.08,"(14.2, 7.77, 16.19)",[10.02  7.37 10.6   8.74  7.74],0.0,Jimmy Butler,22,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
86,3.44,"(2.47, -1.09, 2.7)",[ 1.01  0.3   0.16 -0.27  2.45],0.0,Bam Adebayo,24,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
104,4.16,"(0.09, 3.8, 3.8)",[-2.64 -5.08 -4.5  -5.41 -1.97],0.0,Tyler Herro,24,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
111,4.44,"(13.22, -9.21, 16.11)",[ 9.43  8.75  8.46  7.68 10.99],0.0,Duncan Robinson,25,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
139,5.56,"(20.04, 22.25, 29.94)",[13.   11.57 14.55 14.46 14.08],1.0,Kyle Lowry,25,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
111,4.44,"(2.78, -0.47, 2.82)",[2.09 3.54 2.19 1.48 0.41],0.0,Jimmy Butler,26,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
155,6.2,"(0.0, 1.25, 1.25)",[-0.29 -0.03 -0.1  -0.37 -0.72],0.0,Kyle Lowry,26,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
58,2.32,"(7.75, -5.22, 9.34)",[3.53 4.18 1.96 3.44 3.79],0.0,Kyle Lowry,27,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
86,3.44,"(-0.18, 7.83, 7.83)",[-6.96 -6.87 -9.07 -8.16 -8.39],0.0,Max Strus,27,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
91,3.64,"(11.39, 9.31, 14.71)",[ 6.19 13.24 13.21 12.85  4.15],0.0,Max Strus,28,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
75,3.0,"(4.14, 1.19, 4.31)",[2.84 2.3  3.82 1.09 1.24],0.0,Max Strus,31,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
124,4.96,"(24.86, -16.88, 30.05)",[20.32 19.85 21.12 16.32 18.78],1.0,Kyle Lowry,31,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
180,7.2,"(-8.16, 8.9, 12.07)",[ -8.04  -9.12 -11.95  -9.41  -8.1 ],0.0,Victor Oladipo,31,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
77,3.08,"(0.59, -0.14, 0.61)",[ 0.28  0.06 -0.15 -0.49 -0.31],0.0,Victor Oladipo,33,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
90,3.6,"(3.78, -0.63, 3.83)",[2.17 2.46 1.3  0.78 0.64],0.0,Bam Adebayo,34,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
99,3.96,"(4.95, 3.9, 6.3)",[3.76 1.24 4.16 0.73 3.89],0.0,Tyler Herro,36,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
137,5.48,"(-0.89, -4.16, 4.25)",[-2.88 -5.63 -3.15 -7.4  -2.99],0.0,Kyle Lowry,36,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
102,4.08,"(14.23, 11.46, 18.27)",[ 8.62  6.53 13.07  7.11  4.57],0.0,Bam Adebayo,37,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
172,6.88,"(11.59, -5.54, 12.85)",[11.63  8.95  6.03  8.39 13.52],0.0,Gabe Vincent,38,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
55,2.2,"(4.41, -3.7, 5.76)",[2.59 1.14 0.25 1.54 1.01],0.0,Gabe Vincent,40,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
135,5.4,"(1.13, 0.19, 1.15)",[0.91 0.27 1.08 0.6  0.41],0.0,Victor Oladipo,45,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
146,5.84,"(18.16, 7.41, 19.61)",[14.61 11.71 16.79 14.22 18.66],0.0,Max Strus,46,SHOT,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
110,4.4,"(-2.67, 18.45, 18.64)",[-11.65 -10.18  -5.29  -6.65  -1.25],0.0,Kyle Lowry,50,REB,shot,1.0,2.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
44,1.76,"(11.09, 6.12, 12.67)",[6.78 5.63 9.26 6.9  5.95],0.0,Jimmy Butler,51,REB,shot,1.0,6.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
37,1.48,"(6.16, 2.78, 6.76)",[4.05 3.33 4.19 5.09 3.37],0.0,P.J. Tucker,52,REB,shot,1.0,103.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
72,2.88,"(21.04, -15.85, 26.34)",[13.57 10.39 17.11 11.46 10.25],2.0,Jimmy Butler,53,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
170,6.8,"(-6.54, 9.71, 11.71)",[-6.56 -6.17 -6.72 -7.46 -4.76],0.0,Kyle Lowry,53,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
68,2.72,"(7.61, 9.42, 12.11)",[3.94 4.74 3.13 5.14 2.48],1.0,Bam Adebayo,54,REB,shot,1.0,73.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
95,3.8,"(1.67, -6.88, 7.08)",[-0.92 -0.07 -0.6   0.37 -0.65],0.0,Jimmy Butler,54,REB,shot,1.0,73.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
24,0.96,"(3.81, 5.7, 6.86)",[0.86 1.66 1.32 0.78 1.25],0.0,Max Strus,55,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
198,7.92,"(nan, nan, nan)",,,Gabe Vincent,55,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
65,2.6,"(0.62, 10.08, 10.1)",[-3.56 -2.42 -3.76 -4.37 -2.16],0.0,Dewayne Dedmon,56,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
51,2.04,"(9.14, 0.97, 9.19)",[5.06 7.96 4.81 6.66 4.73],0.0,Dewayne Dedmon,57,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
160,6.4,"(4.5, -12.33, 13.13)",[4.28 0.85 2.64 4.4  4.08],1.0,Gabe Vincent,57,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
8,0.32,"(4.71, -0.47, 4.73)",[3.24 1.   2.09 3.91 4.98],0.0,Gabe Vincent,58,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
94,3.76,"(4.36, -1.44, 4.59)",[2.71 2.02 2.47 2.68 2.23],0.0,Tyler Herro,59,REB,stoppage,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
34,1.36,"(0.29, -0.71, 0.77)",[-0.71 -0.51 -0.62 -0.69 -0.85],0.0,Duncan Robinson,60,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
154,6.16,"(2.58, -10.87, 11.17)",[3.54 1.48 1.35 1.82 2.28],0.0,Bam Adebayo,61,REB,shot,1.0,1.0,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
77,3.08,"(0.95, -1.42, 1.71)",[ 0.39  0.42  0.26 -0.31  0.12],0.0,P.J. Tucker,62,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
71,2.84,"(0.71, 2.52, 2.62)",[-0.54 -0.99 -0.39 -0.03  0.15],0.0,Bam Adebayo,63,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
104,4.16,"(20.58, 7.67, 21.96)",[12.   10.   12.61 17.43 12.32],1.0,P.J. Tucker,63,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
132,5.28,"(26.86, 1.29, 26.89)",[17.86 19.17 18.03 23.86 15.49],2.0,Kyle Lowry,63,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
167,6.68,"(-8.15, -15.15, 17.2)",[-11.88  -8.06 -16.77  -8.81 -16.45],0.0,Jimmy Butler,63,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
158,6.32,"(-0.62, 0.42, 0.75)",[-0.35 -0.59 -0.6  -0.64 -1.18],0.0,Jimmy Butler,64,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
70,2.8,"(17.71, 18.26, 25.44)",[13.01  9.98 15.94 10.84 15.55],1.0,P.J. Tucker,65,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
145,5.8,"(-3.7, -3.08, 4.81)",[-3.41 -3.18 -6.26 -5.1  -4.3 ],0.0,Bam Adebayo,66,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
146,5.84,"(2.9, -9.95, 10.36)",[2.05 1.25 1.43 1.76 1.18],0.0,Bam Adebayo,69,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
163,6.52,"(14.46, -3.12, 14.79)",[14.15 13.66 13.77 14.13 13.85],2.0,Caleb Martin,69,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
30,1.2,"(1.62, -1.43, 2.16)",[1.43 1.19 0.77 1.16 1.28],1.0,P.J. Tucker,70,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
80,3.2,"(0.2, 0.34, 0.39)",[-0.29 -0.83 -0.35 -0.86 -0.59],0.0,Bam Adebayo,71,REB,no shot,,,feb4d380-89ef-11e6-9eb6-a45e60e298d3,fac47ac5-7c4d-43be-904f-55d67d1893e3
115,4.6,"(-2.82, 21.59, 21.77)",[-12.88  -4.77  -4.62 -10.93 -12.47],0.0,Marcus Smart,0,TO,shot,1.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
84,3.36,"(nan, nan, nan)",,,Derrick White,1,TO,turnover,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
6,0.24,"(-6.5, 3.18, 7.24)",[-10.49  -9.14 -11.22 -10.06  -3.23],0.0,Jayson Tatum,2,TO,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
71,2.84,"(20.54, 10.25, 22.96)",[10.92 13.36  9.39 12.15 17.6 ],2.0,Derrick White,2,TO,shot,6.0,2.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
12,0.48,"(1.18, -4.22, 4.38)",[-2.61  1.    2.36  4.17 -1.9 ],1.0,Robert Williams III,4,TO,shot,2.0,103.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
156,6.24,"(3.99, 3.96, 5.62)",[3.01 6.07 2.36 2.72 2.79],0.0,Al Horford,7,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
184,7.36,"(nan, nan, nan)",,,Jayson Tatum,7,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
103,4.12,"(1.33, 1.59, 2.07)",[ 0.79  0.65  1.23 -0.19  0.83],0.0,Jaylen Brown,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
142,5.68,"(0.58, -6.03, 6.06)",[-1.32 -2.67  2.   -7.06 -0.81],0.0,Jayson Tatum,8,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
114,4.56,"(15.82, -1.37, 15.88)",[10.48 10.19 12.51 14.05 14.51],0.0,Derrick White,9,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
147,5.88,"(-5.51, 0.46, 5.53)",[ -8.66 -10.18  -7.5   -6.65  -4.51],0.0,Al Horford,9,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
81,3.24,"(4.33, -5.83, 7.26)",[ 2.72  2.12  2.12  0.87 -0.05],0.0,Al Horford,10,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
113,4.52,"(3.82, 18.3, 18.69)",[-2.76  0.46 -2.33 -8.83 -7.37],0.0,Jayson Tatum,10,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
104,4.16,"(14.36, 12.82, 19.25)",[ 8.98  9.76 11.04  4.57  8.1 ],0.0,Jaylen Brown,11,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
65,2.6,"(4.46, 6.96, 8.27)",[4.63 0.21 2.68 1.79 1.14],0.0,Al Horford,12,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
95,3.8,"(5.71, 2.89, 6.4)",[1.91 3.42 3.75 3.32 1.91],0.0,Robert Williams III,17,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
87,3.48,"(1.06, -0.76, 1.3)",[0.8  0.29 0.16 0.15 0.49],0.0,Robert Williams III,19,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
50,2.0,"(11.66, -7.46, 13.84)",[6.77 9.47 8.46 4.19 6.45],1.0,Marcus Smart,20,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
45,1.8,"(8.08, 5.04, 9.52)",[4.08 6.12 4.4  3.38 4.89],0.0,Marcus Smart,21,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
171,6.84,"(3.16, -26.56, 26.75)",[ 2.45  3.67  4.    3.55 -1.17],1.0,Jayson Tatum,21,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
193,7.72,"(nan, nan, nan)",,,Al Horford,22,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
62,2.48,"(1.09, -0.48, 1.19)",[0.27 0.14 0.03 0.65 0.64],0.0,Robert Williams III,23,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
101,4.04,"(0.81, 7.57, 7.61)",[-4.17 -5.02 -6.93 -5.43 -2.04],0.0,Robert Williams III,23,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
90,3.6,"(5.47, -3.04, 6.26)",[3.77 4.12 1.71 2.51 2.33],0.0,Al Horford,25,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
146,5.84,"(8.37, 11.24, 14.01)",[5.56 8.33 7.56 4.42 2.61],0.0,Jayson Tatum,25,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
172,6.88,"(10.49, 13.94, 17.45)",[9.62 8.41 8.53 8.34 7.93],0.0,Jayson Tatum,26,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
44,1.76,"(15.82, 17.93, 23.91)",[13.31  6.73  8.1   9.51  8.4 ],0.0,Marcus Smart,27,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
152,6.08,"(16.39, 2.22, 16.54)",[13.62 13.29 12.81 15.22 14.92],2.0,Jayson Tatum,27,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
87,3.48,"(6.22, -1.5, 6.4)",[4.16 4.52 4.4  5.14 3.85],0.0,Robert Williams III,28,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
190,7.6,"(nan, nan, nan)",,,Marcus Smart,28,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
92,3.68,"(6.29, -7.59, 9.86)",[ 2.16  0.25 -2.63  0.48 -0.94],0.0,Marcus Smart,29,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
142,5.68,"(nan, nan, nan)",,,Grant Williams,30,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
108,4.32,"(4.05, -7.3, 8.35)",[-0.54  1.04  2.86  1.82 -0.78],0.0,Jaylen Brown,31,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
171,6.84,"(6.96, 2.12, 7.28)",[2.19 5.22 2.78 1.9  4.98],0.0,Marcus Smart,32,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
101,4.04,"(4.29, -5.2, 6.74)",[ 1.3   1.78  1.41 -0.05  0.61],0.0,Al Horford,33,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
73,2.92,"(12.75, -11.16, 16.94)",[6.19 6.76 7.96 9.56 5.38],0.0,Al Horford,34,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
83,3.32,"(8.19, -2.61, 8.6)",[4.26 5.49 5.9  3.73 4.42],0.0,Jayson Tatum,36,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
97,3.88,"(-2.73, 3.41, 4.37)",[-8.11 -6.83 -4.03 -9.09 -7.1 ],0.0,Robert Williams III,36,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
123,4.92,"(7.02, -9.66, 11.94)",[-0.44  1.55  4.8  -1.68 -6.66],0.0,Jayson Tatum,37,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
94,3.76,"(7.93, -7.96, 11.24)",[ 5.28  2.76 -0.57  4.43  5.01],0.0,Jayson Tatum,38,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
98,3.92,"(16.18, 9.78, 18.91)",[ 8.81 18.2  12.41 13.89  9.41],0.0,Jayson Tatum,39,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
124,4.96,"(-9.6, -13.68, 16.71)",[-15.54  -9.   -12.88 -11.02 -14.37],0.0,Robert Williams III,39,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
153,6.12,"(21.59, 21.54, 30.5)",[15.75 15.38 16.11 21.69 15.73],1.0,Jayson Tatum,39,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
102,4.08,"(10.25, -6.53, 12.15)",[8.16 7.   4.28 8.86 8.75],0.0,Jaylen Brown,40,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
81,3.24,"(4.78, 5.01, 6.92)",[3.14 0.9  1.74 3.53 1.27],0.0,Robert Williams III,41,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
80,3.2,"(5.44, 6.12, 8.19)",[4.07 3.53 4.07 0.48 0.98],0.0,Jaylen Brown,43,SHOT,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
69,2.76,"(8.41, -11.48, 14.23)",[3.51 4.49 6.11 5.33 2.91],1.0,Jayson Tatum,46,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
18,0.72,"(8.74, -13.38, 15.98)",[2.07 4.13 2.56 3.95 3.37],0.0,Jayson Tatum,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
174,6.96,"(2.71, -1.92, 3.32)",[2.91 2.21 0.94 0.42 2.01],1.0,Marcus Smart,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
197,7.88,"(nan, nan, nan)",,,Robert Williams III,47,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
11,0.44,"(-0.55, -0.05, 0.55)",[-1.64 -1.01 -1.2  -1.26 -1.3 ],0.0,Robert Williams III,48,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
52,2.08,"(0.87, 8.33, 8.38)",[-0.94 -2.62 -0.52 -1.95 -2.13],0.0,Al Horford,49,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
32,1.28,"(0.07, 0.87, 0.87)",[-0.41 -0.72 -0.75 -0.74 -0.84],0.0,Al Horford,50,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
1,0.04,"(0.0, 0.0, 0.0)",[0. 0. 0. 0. 0.],0.0,Jaylen Brown,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
139,5.56,"(5.97, -3.75, 7.05)",[5.71 5.68 5.16 6.35 4.93],0.0,Jaylen Brown,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
193,7.72,"(-1.0, -3.44, 3.58)",[-1.27 -1.24 -0.96 -0.86 -0.97],0.0,Al Horford,51,REB,no shot,,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
37,1.48,"(7.52, 6.18, 9.73)",[7.09 5.27 4.65 3.98 4.4 ],0.0,Robert Williams III,52,REB,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
76,3.04,"(11.2, 2.16, 11.41)",[7.23 8.36 8.65 6.02 6.68],1.0,Jayson Tatum,52,REB,shot,1.0,41.0,feb4cb57-89ef-11e6-86b2-a45e60e298d3,d04fcb9c-22d1-4b70-af2d-2fe367b45d5a
